Publisher_ID,Publication
P1398,Cengage
P1399,Hachette
P1400,Routledge
P1401,Cambridge Press
P1402,Springer
P1403,Bloomsbury
P1404,Random House
P1405,Springer
P1406,HarperCollins
P1407,Bloomsbury
P1408,HarperCollins
P1409,Springer
P1410,Penguin
P1411,Springer
P1412,HarperCollins
P1413,Cengage
P1414,Penguin
P1415,Taschen
P1416,Hachette
P1417,Random House
P1418,Pearson
P1419,Cengage
P1420,Oxford Press
P1421,Macmillan
P1422,HarperCollins
P1423,Pearson
P1424,Random House
P1425,Cengage
P1426,Pearson
P1427,Pearson
P1428,Hachette
P1429,Random House
P1430,SAGE
P1431,Cengage
P1432,Random House
P1433,McGraw-Hill
P1434,DK
P1435,McGraw-Hill
P1436,Hachette
P1437,Pearson
P1438,Pearson
P1439,Routledge
P1440,Thames & Hudson
P1441,Penguin
P1442,McGraw-Hill
P1443,McGraw-Hill
P1444,Cambridge Press
P1445,Cengage
P1446,Simon & Schuster
P1447,Scholastic
P1448,Thames & Hudson
P1449,Springer
P1450,DK
P1451,DK
P1452,Penguin
P1453,Thames & Hudson
P1454,Pearson
P1455,Hachette
P1456,Pearson
P1457,Random House
P1458,SAGE
P1459,Pearson
P1460,Scholastic
P1461,Penguin
P1462,Hachette
P1463,McGraw-Hill
P1464,Pearson
P1465,Thames & Hudson
P1466,Oxford Press
P1467,HarperCollins
P1468,SAGE
P1469,DK
P1470,HarperCollins
P1471,Wiley
P1472,Simon & Schuster
P1473,McGraw-Hill
P1474,Simon & Schuster
P1475,Thames & Hudson
P1476,SAGE
P1477,Penguin
P1478,Springer
P1479,HarperCollins
P1480,Oxford Press
P1481,HarperCollins
P1482,Wiley
P1483,Routledge
P1484,Pearson
P1485,Springer
P1486,McGraw-Hill
P1487,Cengage
P1488,Wiley
P1489,Routledge
P1490,Cambridge Press
P1491,McGraw-Hill
P1492,Springer
P1493,Pearson
P1494,McGraw-Hill
P1495,DK
P1496,Hachette
P1497,Simon & Schuster
P1498,Penguin
P1499,Cengage
P1500,McGraw-Hill
P1501,Taschen
P1502,Thames & Hudson
P1503,Pearson
P1504,Random House
P1505,Pearson
P1506,Bloomsbury
P1507,Oxford Press
P1508,Scholastic
P1509,Wiley
P1510,Penguin
P1511,Wiley
P1512,Bloomsbury
P1513,Taschen
P1514,Springer
P1515,Random House
P1516,Cengage
P1517,DK
P1518,Routledge
P1519,Cengage
P1520,HarperCollins
P1521,SAGE
P1522,Springer
P1523,Springer
P1524,Cambridge Press
P1525,HarperCollins
P1526,Thames & Hudson
P1527,Cengage
P1528,Springer
P1529,Bloomsbury
P1530,Bloomsbury
P1531,Routledge
P1532,Cengage
P1533,Wiley
P1534,Routledge
P1535,Thames & Hudson
P1536,Pearson
P1537,Wiley
P1538,Scholastic
P1539,Taschen
P1540,McGraw-Hill
P1541,Thames & Hudson
P1542,Bloomsbury
P1543,Pearson
P1544,Cambridge Press
P1545,Simon & Schuster
P1546,Routledge
P1547,Springer
P1548,Macmillan
P1549,Penguin
P1550,Bloomsbury
P1551,SAGE
P1552,DK
P1553,Oxford Press
P1554,Hachette
P1555,DK
P1556,Oxford Press
P1557,Simon & Schuster
P1558,Cambridge Press
P1559,Thames & Hudson
P1560,Pearson
P1561,Taschen
P1562,Oxford Press
P1563,Thames & Hudson
P1564,Scholastic
P1565,DK
P1566,Bloomsbury
P1567,Pearson
P1568,Random House
P1569,Penguin
P1570,DK
P1571,McGraw-Hill
P1572,McGraw-Hill
P1573,Cambridge Press
P1574,HarperCollins
P1575,Springer
P1576,Bloomsbury
P1577,Routledge
P1578,Thames & Hudson
P1579,Scholastic
P1580,Random House
P1581,Taschen
P1582,Bloomsbury
P1583,Bloomsbury
P1584,Random House
P1585,Scholastic
P1586,Cengage
P1587,Pearson
P1588,Wiley
P1589,Cambridge Press
P1590,DK
P1591,DK
P1592,Hachette
P1593,Bloomsbury
P1594,Cengage
P1595,Pearson
P1596,Simon & Schuster
P1597,Penguin
P1598,Random House
P1599,Routledge
P1600,Cambridge Press
P1601,DK
P1602,Penguin
P1603,Penguin
P1604,Cengage
P1605,Wiley
P1606,Springer
P1607,Taschen
P1608,Oxford Press
P1609,Pearson
P1610,Penguin
P1611,Oxford Press
P1612,Oxford Press
P1613,SAGE
P1614,Cambridge Press
P1615,Simon & Schuster
P1616,Bloomsbury
P1617,Scholastic
P1618,Bloomsbury
P1619,Simon & Schuster
P1620,Bloomsbury
P1621,Macmillan
P1622,Cambridge Press
P1623,Thames & Hudson
P1624,Penguin
P1625,Hachette
P1626,Simon & Schuster
P1627,Wiley
P1628,DK
P1629,Bloomsbury
P1630,Thames & Hudson
P1631,SAGE
P1632,Pearson
P1633,Cambridge Press
P1634,Macmillan
P1635,Penguin
P1636,Cambridge Press
P1637,Taschen
P1638,Taschen
P1639,Routledge
P1640,DK
P1641,Bloomsbury
P1642,McGraw-Hill
P1643,Wiley
P1644,McGraw-Hill
P1645,Cengage
P1646,Hachette
P1647,Bloomsbury
P1648,Simon & Schuster
P1649,SAGE
P1650,Simon & Schuster
P1651,Taschen
P1652,Bloomsbury
P1653,Routledge
P1654,Cengage
P1655,DK
P1656,Cengage
P1657,Macmillan
P1658,Thames & Hudson
P1659,Springer
P1660,Simon & Schuster
P1661,Random House
P1662,SAGE
P1663,Penguin
P1664,HarperCollins
P1665,Springer
P1666,Penguin
P1667,Oxford Press
P1668,Wiley
P1669,Thames & Hudson
P1670,Springer
P1671,Routledge
P1672,Routledge
P1673,Springer
P1674,SAGE
P1675,Springer
P1676,HarperCollins
P1677,Macmillan
P1678,Wiley
P1679,Springer
P1680,Taschen
P1681,Thames & Hudson
P1682,Wiley
P1683,Wiley
P1684,Wiley
P1685,Simon & Schuster
P1686,Bloomsbury
P1687,Random House
P1688,Hachette
P1689,Scholastic
P1690,Simon & Schuster
P1691,Taschen
P1692,DK
P1693,Penguin
P1694,Pearson
P1695,McGraw-Hill
P1696,Thames & Hudson
P1697,Bloomsbury
P1698,Hachette
P1699,Macmillan
P1700,Penguin
P1701,Cengage
P1702,Oxford Press
P1703,Bloomsbury
P1704,Routledge
P1705,Cambridge Press
P1706,Routledge
P1707,Macmillan
P1708,Routledge
P1709,Thames & Hudson
P1710,Cambridge Press
P1711,SAGE
P1712,Wiley
P1713,Taschen
P1714,Wiley
P1715,Taschen
P1716,Wiley
P1717,Thames & Hudson
P1718,Random House
P1719,Scholastic
P1720,Random House
P1721,McGraw-Hill
P1722,Random House
P1723,Springer
P1724,Cengage
P1725,Pearson
P1726,Thames & Hudson
P1727,Cengage
P1728,Bloomsbury
P1729,Thames & Hudson
P1730,Pearson
P1731,Scholastic
P1732,Hachette
P1733,Oxford Press
P1734,Routledge
P1735,Taschen
P1736,Oxford Press
P1737,Simon & Schuster
P1738,Hachette
P1739,HarperCollins
P1740,Taschen
P1741,Hachette
P1742,Routledge
P1743,Pearson
P1744,Springer
P1745,Routledge
P1746,Springer
P1747,Springer
P1748,Macmillan
P1749,SAGE
P1750,Taschen
P1751,Simon & Schuster
P1752,SAGE
P1753,Cengage
P1754,Cengage
P1755,Wiley
P1756,Cengage
P1757,Simon & Schuster
P1758,Cengage
P1759,Thames & Hudson
P1760,Scholastic
P1761,Thames & Hudson
P1762,SAGE
P1763,Macmillan
P1764,DK
P1765,McGraw-Hill
P1766,Cengage
P1767,Scholastic
P1768,Scholastic
P1769,Routledge
P1770,Taschen
P1771,HarperCollins
P1772,Macmillan
P1773,Oxford Press
P1774,Taschen
P1775,Oxford Press
P1776,Oxford Press
P1777,Hachette
P1778,Wiley
P1779,Bloomsbury
P1780,Routledge
P1781,SAGE
P1782,McGraw-Hill
P1783,Oxford Press
P1784,Taschen
P1785,Scholastic
P1786,Cambridge Press
P1787,Thames & Hudson
P1788,Routledge
P1789,Oxford Press
P1790,Macmillan
P1791,Scholastic
P1792,Taschen
P1793,Penguin
P1794,Cengage
P1795,Scholastic
P1796,Thames & Hudson
P1797,SAGE
P1798,SAGE
P1799,Penguin
P1800,Thames & Hudson
P1801,Pearson
P1802,Cengage
P1803,HarperCollins
P1804,Oxford Press
P1805,Routledge
P1806,Taschen
P1807,Taschen
P1808,Wiley
P1809,DK
P1810,Macmillan
P1811,Thames & Hudson
P1812,McGraw-Hill
P1813,HarperCollins
P1814,Wiley
P1815,SAGE
P1816,Hachette
P1817,Random House
P1818,Scholastic
P1819,McGraw-Hill
P1820,Scholastic
P1821,DK
P1822,Random House
P1823,Oxford Press
P1824,SAGE
P1825,Pearson
P1826,Bloomsbury
P1827,Hachette
P1828,Bloomsbury
P1829,DK
P1830,Oxford Press
P1831,Macmillan
P1832,Macmillan
P1833,Thames & Hudson
P1834,Springer
P1835,SAGE
P1836,Random House
P1837,HarperCollins
P1838,Hachette
P1839,Oxford Press
P1840,Cambridge Press
P1841,HarperCollins
P1842,Thames & Hudson
P1843,Wiley
P1844,McGraw-Hill
P1845,Taschen
P1846,DK
P1847,Cengage
P1848,Routledge
P1849,Cengage
P1850,McGraw-Hill
P1851,Cengage
P1852,Random House
P1853,SAGE
P1854,Thames & Hudson
P1855,Cengage
P1856,Oxford Press
P1857,Pearson
P1858,Hachette
P1859,Pearson
P1860,SAGE
P1861,Pearson
P1862,Taschen
P1863,Routledge
P1864,Cengage
P1865,Cambridge Press
P1866,DK
P1867,Routledge
P1868,HarperCollins
P1869,Springer
P1870,Scholastic
P1871,Springer
P1872,Bloomsbury
P1873,HarperCollins
P1874,Bloomsbury
P1875,HarperCollins
P1876,Taschen
P1877,HarperCollins
P1878,Wiley
P1879,McGraw-Hill
P1880,Hachette
P1881,Cambridge Press
P1882,DK
P1883,Macmillan
P1884,HarperCollins
P1885,Cengage
P1886,Pearson
P1887,Simon & Schuster
P1888,Thames & Hudson
P1889,SAGE
P1890,HarperCollins
P1891,Thames & Hudson
P1892,Thames & Hudson
P1893,Oxford Press
P1894,Hachette
P1895,HarperCollins
P1896,DK
P1897,SAGE
P1898,DK
P1899,Oxford Press
P1900,Cambridge Press
P1901,Penguin
P1902,Cengage
P1903,Routledge
P1904,Thames & Hudson
P1905,Cengage
P1906,Thames & Hudson
P1907,Cengage
P1908,Hachette
P1909,Oxford Press
P1910,Taschen
P1911,Routledge
P1912,Cambridge Press
P1913,DK
P1914,HarperCollins
P1915,Routledge
P1916,HarperCollins
P1917,Cengage
P1918,Wiley
P1919,Wiley
P1920,Macmillan
P1921,Macmillan
P1922,Scholastic
P1923,McGraw-Hill
P1924,SAGE
P1925,Hachette
P1926,Macmillan
P1927,Routledge
P1928,Macmillan
P1929,Bloomsbury
P1930,McGraw-Hill
P1931,Random House
P1932,Simon & Schuster
P1933,Taschen
P1934,Penguin
P1935,Routledge
P1936,Pearson
P1937,Scholastic
P1938,Random House
P1939,SAGE
P1940,Routledge
P1941,Simon & Schuster
P1942,Routledge
P1943,SAGE
P1944,Wiley
P1945,Random House
P1946,HarperCollins
P1947,Cambridge Press
P1948,Random House
P1949,Wiley
P1950,McGraw-Hill
P1951,Bloomsbury
P1952,Pearson
P1953,Hachette
P1954,McGraw-Hill
P1955,Pearson
P1956,DK
P1957,HarperCollins
P1958,Bloomsbury
P1959,Penguin
P1960,Macmillan
P1961,Springer
P1962,McGraw-Hill
P1963,DK
P1964,Oxford Press
P1965,Cengage
P1966,Pearson
P1967,Cambridge Press
P1968,Cengage
P1969,Oxford Press
P1970,Routledge
P1971,McGraw-Hill
P1972,HarperCollins
P1973,Cengage
P1974,Oxford Press
P1975,Macmillan
P1976,Macmillan
P1977,Hachette
P1978,Cambridge Press
P1979,Macmillan
P1980,Macmillan
P1981,McGraw-Hill
P1982,Cengage
P1983,HarperCollins
P1984,Wiley
P1985,HarperCollins
P1986,Penguin
P1987,SAGE
P1988,Springer
P1989,Hachette
P1990,Random House
P1991,Bloomsbury
P1992,Wiley
P1993,Thames & Hudson
P1994,DK
P1995,Taschen
P1996,Cengage
P1997,McGraw-Hill
P1998,Routledge
P1999,Springer
P2000,Routledge
P2001,Cengage
P2002,Springer
P2003,Wiley
P2004,Penguin
P2005,Wiley
P2006,Wiley
P2007,Cengage
P2008,Springer
P2009,Wiley
P2010,DK
P2011,SAGE
P2012,Macmillan
P2013,Oxford Press
P2014,Random House
P2015,McGraw-Hill
P2016,Cambridge Press
P2017,DK
P2018,Taschen
P2019,Taschen
P2020,McGraw-Hill
P2021,Cengage
P2022,Routledge
P2023,Cambridge Press
P2024,Scholastic
P2025,HarperCollins
P2026,Pearson
P2027,HarperCollins
P2028,Wiley
P2029,Pearson
P2030,McGraw-Hill
P2031,Cambridge Press
P2032,Bloomsbury
P2033,Wiley
P2034,Random House
P2035,McGraw-Hill
P2036,HarperCollins
P2037,Hachette
P2038,DK
P2039,Oxford Press
P2040,McGraw-Hill
P2041,Cengage
P2042,HarperCollins
P2043,Random House
P2044,HarperCollins
P2045,Springer
P2046,Pearson
P2047,SAGE
P2048,Thames & Hudson
P2049,HarperCollins
P2050,Routledge
P2051,Wiley
P2052,Random House
P2053,Routledge
P2054,Pearson
P2055,Random House
P2056,Springer
P2057,SAGE
P2058,Simon & Schuster
P2059,Cambridge Press
P2060,Wiley
P2061,Hachette
P2062,Penguin
P2063,Random House
P2064,Thames & Hudson
P2065,Wiley
P2066,Pearson
P2067,Wiley
P2068,SAGE
P2069,SAGE
P2070,Scholastic
P2071,Cengage
P2072,Taschen
P2073,McGraw-Hill
P2074,Simon & Schuster
P2075,Random House
P2076,McGraw-Hill
P2077,Bloomsbury
P2078,McGraw-Hill
P2079,Oxford Press
P2080,Cengage
P2081,Simon & Schuster
P2082,Penguin
P2083,Wiley
P2084,Bloomsbury
P2085,Wiley
P2086,Cambridge Press
P2087,Wiley
P2088,Wiley
P2089,DK
P2090,Cengage
P2091,Simon & Schuster
P2092,DK
P2093,Pearson
P2094,Penguin
P2095,Routledge
P2096,Springer
P2097,Thames & Hudson
P2098,Penguin
P2099,Hachette
P2100,Scholastic
P2101,Hachette
P2102,DK
P2103,Bloomsbury
P2104,Penguin
P2105,Pearson
P2106,Bloomsbury
P2107,Bloomsbury
P2108,Bloomsbury
P2109,Scholastic
P2110,Bloomsbury
P2111,Penguin
P2112,Taschen
P2113,McGraw-Hill
P2114,Random House
P2115,Cambridge Press
P2116,SAGE
P2117,Cambridge Press
P2118,Wiley
P2119,Thames & Hudson
P2120,Cambridge Press
P2121,HarperCollins
P2122,Bloomsbury
P2123,Random House
P2124,Bloomsbury
P2125,Random House
P2126,Cengage
P2127,Penguin
P2128,Wiley
P2129,Cambridge Press
P2130,Thames & Hudson
P2131,SAGE
P2132,Thames & Hudson
P2133,HarperCollins
P2134,Bloomsbury
P2135,Simon & Schuster
P2136,Springer
P2137,Macmillan
P2138,Simon & Schuster
P2139,Simon & Schuster
P2140,Penguin
P2141,Cambridge Press
P2142,Oxford Press
P2143,Penguin
P2144,McGraw-Hill
P2145,Routledge
P2146,Springer
P2147,Pearson
P2148,Taschen
P2149,DK
P2150,Pearson
P2151,Pearson
P2152,Routledge
P2153,SAGE
P2154,Oxford Press
P2155,Macmillan
P2156,Simon & Schuster
P2157,Hachette
P2158,Bloomsbury
P2159,Cengage
P2160,Random House
P2161,Scholastic
P2162,Macmillan
P2163,Macmillan
P2164,Springer
P2165,Macmillan
P2166,Taschen
P2167,Bloomsbury
P2168,Routledge
P2169,Cengage
P2170,Scholastic
P2171,Cambridge Press
P2172,Simon & Schuster
P2173,Simon & Schuster
P2174,McGraw-Hill
P2175,Wiley
P2176,Springer
P2177,Taschen
P2178,Pearson
P2179,Cambridge Press
P2180,SAGE
P2181,Routledge
P2182,Bloomsbury
P2183,Random House
P2184,McGraw-Hill
P2185,DK
P2186,SAGE
P2187,Pearson
P2188,Springer
P2189,Pearson
P2190,Random House
P2191,Routledge
P2192,HarperCollins
P2193,Wiley
P2194,HarperCollins
P2195,Penguin
P2196,Routledge
P2197,Hachette
P2198,Cambridge Press
P2199,Springer
P2200,Thames & Hudson
P2201,Bloomsbury
P2202,SAGE
P2203,Hachette
P2204,DK
P2205,HarperCollins
P2206,Random House
P2207,Pearson
P2208,Taschen
P2209,Wiley
P2210,Bloomsbury
P2211,DK
P2212,Taschen
P2213,Scholastic
P2214,Simon & Schuster
P2215,SAGE
P2216,Cambridge Press
P2217,Wiley
P2218,Macmillan
P2219,Wiley
P2220,Bloomsbury
P2221,Wiley
P2222,Penguin
P2223,Routledge
P2224,Bloomsbury
P2225,Cengage
P2226,Pearson
P2227,Oxford Press
P2228,Pearson
P2229,Bloomsbury
P2230,Macmillan
P2231,Oxford Press
P2232,Penguin
P2233,Scholastic
P2234,Pearson
P2235,Pearson
P2236,Simon & Schuster
P2237,Simon & Schuster
P2238,Random House
P2239,Cengage
P2240,Springer
P2241,Wiley
P2242,Bloomsbury
P2243,Oxford Press
P2244,Wiley
P2245,Pearson
P2246,Oxford Press
P2247,McGraw-Hill
P2248,Springer
P2249,DK
P2250,Pearson
P2251,Taschen
P2252,Macmillan
P2253,Springer
P2254,Macmillan
P2255,Pearson
P2256,Oxford Press
P2257,Pearson
P2258,Random House
P2259,Oxford Press
P2260,Wiley
P2261,Cengage
P2262,Bloomsbury
P2263,Macmillan
P2264,Cambridge Press
P2265,Hachette
P2266,Cengage
P2267,Random House
P2268,Random House
P2269,Penguin
P2270,Oxford Press
P2271,Pearson
P2272,Macmillan
P2273,Macmillan
P2274,Oxford Press
P2275,Cambridge Press
P2276,Hachette
P2277,Cambridge Press
P2278,Scholastic
P2279,Wiley
P2280,HarperCollins
P2281,SAGE
P2282,Simon & Schuster
P2283,Cengage
P2284,Pearson
P2285,Cengage
P2286,Macmillan
P2287,Simon & Schuster
P2288,Random House
P2289,Random House
P2290,Pearson
P2291,Random House
P2292,Taschen
P2293,Routledge
P2294,SAGE
P2295,Scholastic
P2296,Wiley
P2297,Bloomsbury
P2298,Cambridge Press
P2299,HarperCollins
P2300,Taschen
P2301,SAGE
P2302,Oxford Press
P2303,Cengage
P2304,SAGE
P2305,Cengage
P2306,Hachette
P2307,Cambridge Press
P2308,Routledge
P2309,Oxford Press
P2310,Simon & Schuster
P2311,Thames & Hudson
P2312,HarperCollins
P2313,Cengage
P2314,Cengage
P2315,Bloomsbury
P2316,Cambridge Press
P2317,Penguin
P2318,Random House
P2319,Hachette
P2320,Macmillan
P2321,Simon & Schuster
P2322,Oxford Press
P2323,Hachette
P2324,DK
P2325,Simon & Schuster
P2326,Macmillan
P2327,Oxford Press
P2328,SAGE
P2329,Random House
P2330,Cambridge Press
P2331,Wiley
P2332,Oxford Press
P2333,Simon & Schuster
P2334,Cengage
P2335,Oxford Press
P2336,Random House
P2337,Oxford Press
P2338,Oxford Press
P2339,Random House
P2340,Macmillan
P2341,Macmillan
P2342,Wiley
P2343,DK
P2344,Random House
P2345,Cengage
P2346,HarperCollins
P2347,Bloomsbury
P2348,Pearson
P2349,Simon & Schuster
P2350,Cengage
P2351,Taschen
P2352,Wiley
P2353,Springer
P2354,Penguin
P2355,Oxford Press
P2356,Scholastic
P2357,Taschen
P2358,Cengage
P2359,Penguin
P2360,Cengage
P2361,Simon & Schuster
P2362,Cengage
P2363,Cambridge Press
P2364,Simon & Schuster
P2365,Bloomsbury
P2366,Routledge
P2367,Taschen
P2368,Oxford Press
P2369,Routledge
P2370,Simon & Schuster
P2371,Macmillan
P2372,SAGE
P2373,Springer
P2374,Random House
P2375,Penguin
P2376,Hachette
P2377,Cambridge Press
P2378,Springer
P2379,Springer
P2380,Simon & Schuster
P2381,Simon & Schuster
P2382,Cambridge Press
P2383,Cambridge Press
P2384,SAGE
P2385,SAGE
P2386,McGraw-Hill
P2387,Taschen
P2388,Macmillan
P2389,Hachette
P2390,DK
P2391,Macmillan
P2392,Hachette
P2393,Cambridge Press
P2394,Hachette
P2395,Wiley
P2396,Oxford Press
P2397,Oxford Press
P2398,Bloomsbury
P2399,Hachette
P2400,Scholastic
P2401,Random House
P2402,Oxford Press
P2403,Thames & Hudson
P2404,HarperCollins
P2405,Hachette
P2406,Springer
P2407,DK
P2408,Simon & Schuster
P2409,Cambridge Press
P2410,Thames & Hudson
P2411,Pearson
P2412,Scholastic
P2413,Macmillan
P2414,Oxford Press
P2415,Cengage
P2416,Pearson
P2417,Taschen
P2418,Bloomsbury
P2419,McGraw-Hill
P2420,HarperCollins
P2421,Cambridge Press
P2422,Scholastic
P2423,Cambridge Press
P2424,Hachette
P2425,Cengage
P2426,Scholastic
P2427,Springer
P2428,HarperCollins
P2429,Wiley
P2430,Scholastic
P2431,Simon & Schuster
P2432,Taschen
P2433,Thames & Hudson
P2434,Hachette
P2435,Oxford Press
P2436,Cengage
P2437,HarperCollins
P2438,Pearson
P2439,Routledge
P2440,Thames & Hudson
P2441,McGraw-Hill
P2442,Oxford Press
P2443,Pearson
P2444,Scholastic
P2445,Taschen
P2446,Routledge
P2447,Routledge
P2448,SAGE
P2449,Thames & Hudson
P2450,Oxford Press
P2451,Hachette
P2452,Thames & Hudson
P2453,Bloomsbury
P2454,HarperCollins
P2455,Taschen
P2456,Oxford Press
P2457,Routledge
P2458,Cambridge Press
P2459,Simon & Schuster
P2460,Hachette
P2461,Thames & Hudson
P2462,Springer
P2463,Oxford Press
P2464,Cengage
P2465,Cambridge Press
P2466,Cambridge Press
P2467,Simon & Schuster
P2468,Scholastic
P2469,Taschen
P2470,Penguin
P2471,McGraw-Hill
P2472,McGraw-Hill
P2473,Penguin
P2474,Hachette
P2475,Macmillan
P2476,Cambridge Press
P2477,Hachette
P2478,Pearson
P2479,Pearson
P2480,Cambridge Press
P2481,Macmillan
P2482,HarperCollins
P2483,HarperCollins
P2484,Pearson
P2485,Penguin
P2486,Penguin
P2487,McGraw-Hill
P2488,Bloomsbury
P2489,SAGE
P2490,Pearson
P2491,HarperCollins
P2492,Taschen
P2493,Routledge
P2494,HarperCollins
P2495,Taschen
P2496,Wiley
P2497,Springer
P2498,Cambridge Press
P2499,SAGE
P2500,Routledge
P2501,SAGE
P2502,Pearson
P2503,Routledge
P2504,Oxford Press
P2505,Penguin
P2506,Springer
P2507,Cambridge Press
P2508,Springer
P2509,Routledge
P2510,Cambridge Press
P2511,Macmillan
P2512,Hachette
P2513,Pearson
P2514,McGraw-Hill
P2515,Taschen
P2516,Scholastic
P2517,Penguin
P2518,Simon & Schuster
P2519,Wiley
P2520,Simon & Schuster
P2521,Scholastic
P2522,Bloomsbury
P2523,Wiley
P2524,Macmillan
P2525,McGraw-Hill
P2526,HarperCollins
P2527,Routledge
P2528,Macmillan
P2529,Oxford Press
P2530,Hachette
P2531,Scholastic
P2532,Random House
P2533,Cengage
P2534,Oxford Press
P2535,Cengage
P2536,Penguin
P2537,HarperCollins
P2538,Wiley
P2539,Cengage
P2540,Scholastic
P2541,Simon & Schuster
P2542,Oxford Press
P2543,Cengage
P2544,Random House
P2545,Cambridge Press
P2546,HarperCollins
P2547,Scholastic
P2548,Wiley
P2549,Scholastic
P2550,Hachette
P2551,Pearson
P2552,Thames & Hudson
P2553,Springer
P2554,Wiley
P2555,Wiley
P2556,Pearson
P2557,DK
P2558,Scholastic
P2559,Random House
P2560,Routledge
P2561,DK
P2562,McGraw-Hill
P2563,Simon & Schuster
P2564,McGraw-Hill
P2565,Simon & Schuster
P2566,SAGE
P2567,Thames & Hudson
P2568,Hachette
P2569,HarperCollins
P2570,Pearson
P2571,Macmillan
P2572,SAGE
P2573,Cengage
P2574,Thames & Hudson
P2575,Springer
P2576,Penguin
P2577,SAGE
P2578,Hachette
P2579,Thames & Hudson
P2580,Random House
P2581,Hachette
P2582,Macmillan
P2583,Penguin
P2584,Cambridge Press
P2585,Penguin
P2586,Taschen
P2587,Random House
P2588,DK
P2589,Simon & Schuster
P2590,SAGE
P2591,DK
P2592,Taschen
P2593,Taschen
P2594,Thames & Hudson
P2595,Penguin
P2596,Routledge
P2597,Cengage
P2598,HarperCollins
P2599,McGraw-Hill
P2600,Simon & Schuster
P2601,Bloomsbury
P2602,Springer
P2603,Routledge
P2604,Cambridge Press
P2605,Thames & Hudson
P2606,Taschen
P2607,Cengage
P2608,Taschen
P2609,Cengage
P2610,Cambridge Press
P2611,Wiley
P2612,Cengage
P2613,Simon & Schuster
P2614,Cambridge Press
P2615,Random House
P2616,McGraw-Hill
P2617,Hachette
P2618,DK
P2619,Taschen
P2620,Bloomsbury
P2621,Cengage
P2622,Hachette
P2623,Random House
P2624,Cambridge Press
P2625,SAGE
P2626,Hachette
P2627,Cengage
P2628,Routledge
P2629,Oxford Press
P2630,DK
P2631,Wiley
P2632,Taschen
P2633,Macmillan
P2634,DK
P2635,HarperCollins
P2636,Cengage
P2637,Routledge
P2638,Simon & Schuster
P2639,Random House
P2640,Penguin
P2641,Wiley
P2642,DK
P2643,Penguin
P2644,Cambridge Press
P2645,Hachette
P2646,Thames & Hudson
P2647,Wiley
P2648,Random House
P2649,Springer
P2650,Scholastic
P2651,Simon & Schuster
P2652,Pearson
P2653,DK
P2654,Hachette
P2655,Hachette
P2656,Scholastic
P2657,Pearson
P2658,SAGE
P2659,Wiley
P2660,Thames & Hudson
P2661,Cengage
P2662,McGraw-Hill
P2663,HarperCollins
P2664,HarperCollins
P2665,Random House
P2666,SAGE
P2667,Hachette
P2668,Springer
P2669,Routledge
P2670,Penguin
P2671,Cengage
P2672,Random House
P2673,Pearson
P2674,Taschen
P2675,Macmillan
P2676,Random House
P2677,SAGE
P2678,Macmillan
P2679,Bloomsbury
P2680,McGraw-Hill
P2681,HarperCollins
P2682,Oxford Press
P2683,Cengage
P2684,Random House
P2685,Macmillan
P2686,Wiley
P2687,Oxford Press
P2688,Penguin
P2689,Routledge
P2690,DK
P2691,Taschen
P2692,Wiley
P2693,Thames & Hudson
P2694,Pearson
P2695,Pearson
P2696,Macmillan
P2697,Cengage
P2698,Hachette
P2699,Random House
P2700,Cambridge Press
P2701,Macmillan
P2702,Bloomsbury
P2703,Scholastic
P2704,Taschen
P2705,Wiley
P2706,Bloomsbury
P2707,Scholastic
P2708,DK
P2709,Pearson
P2710,Taschen
P2711,Thames & Hudson
P2712,Penguin
P2713,Scholastic
P2714,Macmillan
P2715,Simon & Schuster
P2716,McGraw-Hill
P2717,Cambridge Press
P2718,McGraw-Hill
P2719,Pearson
P2720,Simon & Schuster
P2721,Thames & Hudson
P2722,Scholastic
P2723,Penguin
P2724,Penguin
P2725,Cambridge Press
P2726,Random House
P2727,Random House
P2728,DK
P2729,Scholastic
P2730,SAGE
P2731,SAGE
P2732,Macmillan
P2733,McGraw-Hill
P2734,Routledge
P2735,Wiley
P2736,Cengage
P2737,McGraw-Hill
P2738,Oxford Press
P2739,Springer
P2740,Routledge
P2741,Wiley
P2742,Thames & Hudson
P2743,Pearson
P2744,Routledge
P2745,McGraw-Hill
P2746,McGraw-Hill
P2747,Oxford Press
P2748,Macmillan
P2749,Wiley
P2750,Routledge
P2751,Thames & Hudson
P2752,Random House
P2753,DK
P2754,Hachette
P2755,Random House
P2756,Pearson
P2757,Cambridge Press
P2758,Springer
P2759,DK
P2760,Penguin
P2761,SAGE
P2762,DK
P2763,Oxford Press
P2764,Simon & Schuster
P2765,Random House
P2766,Hachette
P2767,DK
P2768,SAGE
P2769,Macmillan
P2770,Routledge
P2771,HarperCollins
P2772,Taschen
P2773,SAGE
P2774,Simon & Schuster
P2775,Cambridge Press
P2776,Oxford Press
P2777,Oxford Press
P2778,Random House
P2779,Cengage
P2780,Hachette
P2781,Cengage
P2782,Pearson
P2783,Taschen
P2784,DK
P2785,Oxford Press
P2786,Cengage
P2787,Cambridge Press
P2788,Oxford Press
P2789,Oxford Press
P2790,Scholastic
P2791,Scholastic
P2792,Thames & Hudson
P2793,Cengage
P2794,Scholastic
P2795,Hachette
P2796,Macmillan
P2797,Macmillan
P2798,DK
P2799,Taschen
P2800,Hachette
