Sales_ID,Book_ID,Date_ID,Publisher_ID,Price,Copies_Left,Discount_Offer,Rating
S1413,B01413,D2413,P1413,655.1,343,29% off,3.9
S1414,B01414,D2414,P1414,460.53,372,8% off,4.9
S1415,B01415,D2415,P1415,520.96,52,35% off,1.2
S1416,B01416,D2416,P1416,989.96,161,50% off,3.6
S1417,B01417,D2417,P1417,614.23,456,49% off,1.8
S1418,B01418,D2418,P1418,302.36,117,9% off,3.8
S1419,B01419,D2419,P1419,884.72,282,26% off,1.8
S1420,B01420,D2420,P1420,536.2,373,28% off,3.5
S1421,B01421,D2421,P1421,815.28,246,42% off,4.1
S1422,B01422,D2422,P1422,446.3,194,15% off,2
S1423,B01423,D2423,P1423,762.19,186,30% off,1.4
S1424,B01424,D2424,P1424,162.58,412,9% off,1
S1425,B01425,D2425,P1425,731.47,375,38% off,1.3
S1426,B01426,D2426,P1426,246.21,392,41% off,3.5
S1427,B01427,D2427,P1427,631.14,139,7% off,2.9
S1428,B01428,D2428,P1428,230.64,453,7% off,4.4
S1429,B01429,D2429,P1429,166.6,371,35% off,2.6
S1430,B01430,D2430,P1430,674.4,229,13% off,1.1
S1431,B01431,D2431,P1431,199.21,431,37% off,2.7
S1432,B01432,D2432,P1432,366.63,13,8% off,3.6
S1433,B01433,D2433,P1433,531.99,417,12% off,1.9
S1434,B01434,D2434,P1434,842.03,23,39% off,3.7
S1435,B01435,D2435,P1435,291.61,265,36% off,3.2
S1436,B01436,D2436,P1436,443.58,308,13% off,2.4
S1437,B01437,D2437,P1437,886.97,352,14% off,3.4
S1438,B01438,D2438,P1438,774.66,443,49% off,4.6
S1439,B01439,D2439,P1439,201.56,218,30% off,3.5
S1440,B01440,D2440,P1440,300.59,389,20% off,4.6
S1441,B01441,D2441,P1441,920.68,286,21% off,1.4
S1442,B01442,D2442,P1442,920.06,492,5% off,2.5
S1443,B01443,D2443,P1443,496.11,66,38% off,2.3
S1444,B01444,D2444,P1444,791.47,342,38% off,1.1
S1445,B01445,D2445,P1445,939.2,15,22% off,3.7
S1446,B01446,D2446,P1446,550.91,136,39% off,1.2
S1447,B01447,D2447,P1447,417.54,408,37% off,1.4
S1448,B01448,D2448,P1448,195.93,421,45% off,4.2
S1449,B01449,D2449,P1449,615.71,101,24% off,1.7
S1450,B01450,D2450,P1450,513.69,284,41% off,2.6
S1451,B01451,D2451,P1451,347.58,208,17% off,3.6
S1452,B01452,D2452,P1452,170.77,396,7% off,4.6
S1453,B01453,D2453,P1453,830.55,487,36% off,1.1
S1454,B01454,D2454,P1454,101.18,411,45% off,4.1
S1455,B01455,D2455,P1455,977.43,262,12% off,3.9
S1456,B01456,D2456,P1456,222.42,378,24% off,2.1
S1457,B01457,D2457,P1457,738.56,165,9% off,2.7
S1458,B01458,D2458,P1458,794.01,446,43% off,1.8
S1459,B01459,D2459,P1459,939.57,365,49% off,1.8
S1460,B01460,D2460,P1460,182.96,414,46% off,3.5
S1461,B01461,D2461,P1461,621.46,323,27% off,3.2
S1462,B01462,D2462,P1462,572.2,118,48% off,1.5
S1463,B01463,D2463,P1463,588.85,168,17% off,1.8
S1464,B01464,D2464,P1464,741.64,151,36% off,3.2
S1465,B01465,D2465,P1465,657.5,169,23% off,1.7
S1466,B01466,D2466,P1466,390.4,104,31% off,3.3
S1467,B01467,D2467,P1467,771.76,436,25% off,2.8
S1468,B01468,D2468,P1468,750.25,376,13% off,1
S1469,B01469,D2469,P1469,848.58,291,6% off,3.3
S1470,B01470,D2470,P1470,304.39,145,18% off,1.4
S1471,B01471,D2471,P1471,257.32,132,49% off,4.5
S1472,B01472,D2472,P1472,448.72,137,25% off,3.5
S1473,B01473,D2473,P1473,438.5,426,50% off,4.1
S1474,B01474,D2474,P1474,266.43,282,33% off,1.5
S1475,B01475,D2475,P1475,383.56,276,18% off,3.2
S1476,B01476,D2476,P1476,607.21,204,29% off,4.4
S1477,B01477,D2477,P1477,742.18,119,9% off,2.5
S1478,B01478,D2478,P1478,952.03,132,29% off,4.8
S1479,B01479,D2479,P1479,617.53,413,21% off,4.1
S1480,B01480,D2480,P1480,738.77,265,40% off,1.6
S1481,B01481,D2481,P1481,234.83,188,31% off,4.1
S1482,B01482,D2482,P1482,457.84,380,9% off,5
S1483,B01483,D2483,P1483,241.56,314,17% off,1.8
S1484,B01484,D2484,P1484,805.46,221,23% off,1.1
S1485,B01485,D2485,P1485,941.21,331,12% off,1.8
S1486,B01486,D2486,P1486,346.58,221,50% off,4.2
S1487,B01487,D2487,P1487,909.33,16,42% off,4.3
S1488,B01488,D2488,P1488,881.62,404,30% off,1.3
S1489,B01489,D2489,P1489,646.03,281,19% off,1
S1490,B01490,D2490,P1490,169.39,423,40% off,3.4
S1491,B01491,D2491,P1491,735.58,437,25% off,4.4
S1492,B01492,D2492,P1492,898.49,112,39% off,2.1
S1493,B01493,D2493,P1493,532.78,52,22% off,3.4
S1494,B01494,D2494,P1494,815.8,128,10% off,4.9
S1495,B01495,D2495,P1495,343.7,372,5% off,1.6
S1496,B01496,D2496,P1496,973.97,314,30% off,4.6
S1497,B01497,D2497,P1497,581.34,35,8% off,3.9
S1498,B01498,D2498,P1498,272.28,206,41% off,4.3
S1499,B01499,D2499,P1499,316.61,180,50% off,1.3
S1500,B01500,D2500,P1500,188.12,152,17% off,3
S1501,B01501,D2501,P1501,529.95,62,11% off,2.7
S1502,B01502,D2502,P1502,608.55,343,11% off,1.8
S1503,B01503,D2503,P1503,443.19,237,23% off,2.5
S1504,B01504,D2504,P1504,600.19,59,28% off,1.6
S1505,B01505,D2505,P1505,594.36,460,18% off,1.3
S1506,B01506,D2506,P1506,250.42,207,20% off,2.6
S1507,B01507,D2507,P1507,344.17,304,21% off,4.3
S1508,B01508,D2508,P1508,807.24,303,13% off,4.4
S1509,B01509,D2509,P1509,661.11,157,46% off,1.9
S1510,B01510,D2510,P1510,373.37,295,14% off,3.4
S1511,B01511,D2511,P1511,509.02,262,8% off,4.2
S1512,B01512,D2512,P1512,675.84,195,28% off,4.9
S1513,B01513,D2513,P1513,927.34,182,49% off,1.5
S1514,B01514,D2514,P1514,874.42,303,36% off,1.5
S1515,B01515,D2515,P1515,152.67,316,23% off,4.7
S1516,B01516,D2516,P1516,275.29,186,37% off,2.7
S1517,B01517,D2517,P1517,129.9,255,27% off,3.2
S1518,B01518,D2518,P1518,622.46,446,23% off,4.4
S1519,B01519,D2519,P1519,396.02,165,25% off,3.1
S1520,B01520,D2520,P1520,768.28,79,5% off,4.1
S1521,B01521,D2521,P1521,746.1,27,28% off,1.7
S1522,B01522,D2522,P1522,707.88,352,9% off,4.7
S1523,B01523,D2523,P1523,941.86,357,17% off,5
S1524,B01524,D2524,P1524,277.76,133,42% off,1.4
S1525,B01525,D2525,P1525,275.05,26,50% off,4.3
S1526,B01526,D2526,P1526,109.25,31,28% off,2.5
S1527,B01527,D2527,P1527,242.94,381,36% off,1.5
S1528,B01528,D2528,P1528,320.82,347,6% off,2.3
S1529,B01529,D2529,P1529,219.72,412,8% off,4.7
S1530,B01530,D2530,P1530,226.78,53,6% off,3.8
S1531,B01531,D2531,P1531,442.93,106,25% off,2.8
S1532,B01532,D2532,P1532,404.66,315,34% off,1.8
S1533,B01533,D2533,P1533,878.13,93,15% off,2.7
S1534,B01534,D2534,P1534,282.61,191,32% off,4.1
S1535,B01535,D2535,P1535,455.81,64,45% off,3.4
S1536,B01536,D2536,P1536,399.82,405,27% off,3.2
S1537,B01537,D2537,P1537,682.39,155,46% off,1.3
S1538,B01538,D2538,P1538,660.09,69,26% off,4.7
S1539,B01539,D2539,P1539,359.23,112,34% off,1.9
S1540,B01540,D2540,P1540,952.31,155,36% off,4.6
S1541,B01541,D2541,P1541,521.79,134,14% off,2.8
S1542,B01542,D2542,P1542,885.96,373,28% off,2.3
S1543,B01543,D2543,P1543,616.14,43,22% off,4.2
S1544,B01544,D2544,P1544,639.61,183,47% off,3
S1545,B01545,D2545,P1545,525.59,276,16% off,1.2
S1546,B01546,D2546,P1546,934.78,235,49% off,2.1
S1547,B01547,D2547,P1547,986.81,337,45% off,2.4
S1548,B01548,D2548,P1548,597,447,43% off,2.7
S1549,B01549,D2549,P1549,994.12,229,49% off,2.3
S1550,B01550,D2550,P1550,182.92,202,48% off,3.5
S1551,B01551,D2551,P1551,562.21,364,26% off,4.2
S1552,B01552,D2552,P1552,714.81,478,8% off,3.6
S1553,B01553,D2553,P1553,856.34,235,36% off,1.8
S1554,B01554,D2554,P1554,675.76,225,22% off,3.7
S1555,B01555,D2555,P1555,116.6,224,46% off,2.8
S1556,B01556,D2556,P1556,231.93,338,18% off,2.4
S1557,B01557,D2557,P1557,708.77,275,27% off,2.8
S1558,B01558,D2558,P1558,752.93,359,7% off,4
S1559,B01559,D2559,P1559,277.63,365,22% off,3.2
S1560,B01560,D2560,P1560,369.34,424,15% off,4.4
S1561,B01561,D2561,P1561,296.42,283,16% off,1.2
S1562,B01562,D2562,P1562,540.58,122,18% off,1
S1563,B01563,D2563,P1563,897.86,84,30% off,4.4
S1564,B01564,D2564,P1564,706.49,34,20% off,1.1
S1565,B01565,D2565,P1565,556.28,90,43% off,1.1
S1566,B01566,D2566,P1566,459,318,16% off,1.5
S1567,B01567,D2567,P1567,776.98,309,8% off,4.1
S1568,B01568,D2568,P1568,286.55,362,29% off,3.6
S1569,B01569,D2569,P1569,963.31,434,31% off,2.5
S1570,B01570,D2570,P1570,437.78,173,19% off,1.3
S1571,B01571,D2571,P1571,509.65,205,50% off,4.5
S1572,B01572,D2572,P1572,820.02,111,12% off,4.7
S1573,B01573,D2573,P1573,879.13,84,28% off,4.6
S1574,B01574,D2574,P1574,821.85,73,38% off,4.1
S1575,B01575,D2575,P1575,100.91,256,38% off,2.2
S1576,B01576,D2576,P1576,426.78,160,25% off,3.2
S1577,B01577,D2577,P1577,644.37,55,29% off,2.9
S1578,B01578,D2578,P1578,766.94,79,32% off,1.7
S1579,B01579,D2579,P1579,331.85,478,7% off,1.1
S1580,B01580,D2580,P1580,934.72,358,35% off,3.9
S1581,B01581,D2581,P1581,954.62,55,46% off,3.7
S1582,B01582,D2582,P1582,128.9,336,8% off,4.6
S1583,B01583,D2583,P1583,602.86,326,29% off,3.2
S1584,B01584,D2584,P1584,457.91,210,9% off,2
S1585,B01585,D2585,P1585,294.41,84,31% off,2.9
S1586,B01586,D2586,P1586,899.33,412,26% off,1.8
S1587,B01587,D2587,P1587,996.53,4,19% off,4.9
S1588,B01588,D2588,P1588,212.04,354,38% off,3.4
S1589,B01589,D2589,P1589,818.37,422,14% off,2
S1590,B01590,D2590,P1590,393.21,234,14% off,4.6
S1591,B01591,D2591,P1591,894.92,442,21% off,2.1
S1592,B01592,D2592,P1592,783.2,70,22% off,1.1
S1593,B01593,D2593,P1593,100.96,261,24% off,4.9
S1594,B01594,D2594,P1594,683.02,422,50% off,3.5
S1595,B01595,D2595,P1595,486.75,377,37% off,3.5
S1596,B01596,D2596,P1596,825.51,163,31% off,2.6
S1597,B01597,D2597,P1597,421.31,165,33% off,1.4
S1598,B01598,D2598,P1598,113.79,189,5% off,1.2
S1599,B01599,D2599,P1599,899.42,393,42% off,1.2
S1600,B01600,D2600,P1600,217.31,125,13% off,3.7
S1601,B01601,D2601,P1601,921.12,388,13% off,1.2
S1602,B01602,D2602,P1602,327.72,112,19% off,3.2
S1603,B01603,D2603,P1603,616.8,92,39% off,1.6
S1604,B01604,D2604,P1604,286.81,212,38% off,3.9
S1605,B01605,D2605,P1605,182.15,12,37% off,1.9
S1606,B01606,D2606,P1606,192.97,446,23% off,3.3
S1607,B01607,D2607,P1607,927.45,112,31% off,4.5
S1608,B01608,D2608,P1608,698.51,128,38% off,4
S1609,B01609,D2609,P1609,935.92,168,19% off,1.9
S1610,B01610,D2610,P1610,757.61,377,12% off,1.8
S1611,B01611,D2611,P1611,314.09,451,6% off,1.5
S1612,B01612,D2612,P1612,948.8,278,16% off,3.1
S1613,B01613,D2613,P1613,751.37,463,21% off,3.8
S1614,B01614,D2614,P1614,422.55,490,14% off,4.8
S1615,B01615,D2615,P1615,568.32,272,18% off,1.5
S1616,B01616,D2616,P1616,509.84,190,14% off,2.8
S1617,B01617,D2617,P1617,599.9,350,17% off,4.5
S1618,B01618,D2618,P1618,475.98,190,27% off,3.4
S1619,B01619,D2619,P1619,943.23,31,17% off,4.5
S1620,B01620,D2620,P1620,716.33,407,14% off,4.4
S1621,B01621,D2621,P1621,396.04,86,12% off,1.2
S1622,B01622,D2622,P1622,527.97,57,12% off,4
S1623,B01623,D2623,P1623,353.95,420,47% off,3.5
S1624,B01624,D2624,P1624,533.76,14,10% off,4.6
S1625,B01625,D2625,P1625,708.44,72,41% off,1.2
S1626,B01626,D2626,P1626,975.79,343,18% off,3.8
S1627,B01627,D2627,P1627,462.58,263,9% off,1.8
S1628,B01628,D2628,P1628,130.43,9,27% off,4.6
S1629,B01629,D2629,P1629,411.3,194,32% off,3.6
S1630,B01630,D2630,P1630,317.42,470,30% off,3.9
S1631,B01631,D2631,P1631,911.83,372,19% off,4.5
S1632,B01632,D2632,P1632,585.97,492,45% off,4.4
S1633,B01633,D2633,P1633,934.71,200,14% off,2.5
S1634,B01634,D2634,P1634,844.24,116,27% off,2.1
S1635,B01635,D2635,P1635,983.98,431,24% off,3.5
S1636,B01636,D2636,P1636,921.34,128,17% off,5
S1637,B01637,D2637,P1637,507.73,431,44% off,4.9
S1638,B01638,D2638,P1638,109.13,94,19% off,3.6
S1639,B01639,D2639,P1639,642.06,234,9% off,2.6
S1640,B01640,D2640,P1640,455.73,467,7% off,4.4
S1641,B01641,D2641,P1641,605.13,279,42% off,3.5
S1642,B01642,D2642,P1642,977.35,43,40% off,4.2
S1643,B01643,D2643,P1643,718.07,177,50% off,4.6
S1644,B01644,D2644,P1644,266.08,221,20% off,1.3
S1645,B01645,D2645,P1645,411.38,117,41% off,1.7
S1646,B01646,D2646,P1646,714.5,140,41% off,3.7
S1647,B01647,D2647,P1647,157.7,409,27% off,1.8
S1648,B01648,D2648,P1648,940.69,469,36% off,4.8
S1649,B01649,D2649,P1649,794.55,244,46% off,3.5
S1650,B01650,D2650,P1650,323.28,382,44% off,1.2
S1651,B01651,D2651,P1651,316.11,8,10% off,2.8
S1652,B01652,D2652,P1652,293.23,169,20% off,4
S1653,B01653,D2653,P1653,349.42,201,16% off,2.9
S1654,B01654,D2654,P1654,745.53,214,9% off,1.5
S1655,B01655,D2655,P1655,653.62,338,25% off,4.7
S1656,B01656,D2656,P1656,234.8,317,20% off,4
S1657,B01657,D2657,P1657,168.29,166,36% off,1.1
S1658,B01658,D2658,P1658,822.41,355,15% off,1.8
S1659,B01659,D2659,P1659,388,137,38% off,3.1
S1660,B01660,D2660,P1660,152.78,71,38% off,2.8
S1661,B01661,D2661,P1661,298.41,224,47% off,2.6
S1662,B01662,D2662,P1662,635.53,470,22% off,1.9
S1663,B01663,D2663,P1663,149.27,74,5% off,4.4
S1664,B01664,D2664,P1664,128.97,262,28% off,4.4
S1665,B01665,D2665,P1665,953.56,215,38% off,3.5
S1666,B01666,D2666,P1666,796.09,131,24% off,3.1
S1667,B01667,D2667,P1667,611.97,110,9% off,2.6
S1668,B01668,D2668,P1668,856.87,76,48% off,2.6
S1669,B01669,D2669,P1669,201.59,286,26% off,1
S1670,B01670,D2670,P1670,543.73,286,50% off,4.9
S1671,B01671,D2671,P1671,498.52,281,50% off,1.6
S1672,B01672,D2672,P1672,616.49,294,17% off,2.4
S1673,B01673,D2673,P1673,471.29,411,37% off,4.2
S1674,B01674,D2674,P1674,933.65,409,19% off,2.6
S1675,B01675,D2675,P1675,304.93,70,33% off,2.2
S1676,B01676,D2676,P1676,329.88,88,14% off,1.1
S1677,B01677,D2677,P1677,677.04,441,49% off,3.3
S1678,B01678,D2678,P1678,869.3,406,50% off,1.9
S1679,B01679,D2679,P1679,217.97,422,17% off,3.1
S1680,B01680,D2680,P1680,652.54,306,11% off,3.5
S1681,B01681,D2681,P1681,249.16,498,6% off,2.5
S1682,B01682,D2682,P1682,120.08,298,20% off,4.1
S1683,B01683,D2683,P1683,177.23,129,15% off,4
S1684,B01684,D2684,P1684,940.3,59,27% off,4.4
S1685,B01685,D2685,P1685,237.32,153,11% off,3.9
S1686,B01686,D2686,P1686,662.45,402,10% off,3.9
S1687,B01687,D2687,P1687,163.53,478,14% off,4.8
S1688,B01688,D2688,P1688,143.65,449,18% off,4
S1689,B01689,D2689,P1689,320.97,189,33% off,4.3
S1690,B01690,D2690,P1690,608.62,431,12% off,2.5
S1691,B01691,D2691,P1691,653.47,256,31% off,2.2
S1692,B01692,D2692,P1692,248.46,387,17% off,2.1
S1693,B01693,D2693,P1693,501.42,240,30% off,4.8
S1694,B01694,D2694,P1694,496.05,256,24% off,3.1
S1695,B01695,D2695,P1695,833.45,465,35% off,1.7
S1696,B01696,D2696,P1696,413.94,324,42% off,3.9
S1697,B01697,D2697,P1697,865.47,47,30% off,2.9
S1698,B01698,D2698,P1698,514.09,477,43% off,2.9
S1699,B01699,D2699,P1699,532.35,299,41% off,2.1
S1700,B01700,D2700,P1700,910.66,388,38% off,4.1
S1701,B01701,D2701,P1701,359.15,485,5% off,1.8
S1702,B01702,D2702,P1702,750.1,442,7% off,1.8
S1703,B01703,D2703,P1703,447.15,409,39% off,2.8
S1704,B01704,D2704,P1704,795.89,318,38% off,4
S1705,B01705,D2705,P1705,405.33,216,13% off,3.7
S1706,B01706,D2706,P1706,667.58,22,47% off,3
S1707,B01707,D2707,P1707,725.6,26,30% off,2.5
S1708,B01708,D2708,P1708,465.06,488,12% off,2.2
S1709,B01709,D2709,P1709,528.45,58,29% off,4.3
S1710,B01710,D2710,P1710,399.65,21,38% off,4.1
S1711,B01711,D2711,P1711,702.39,294,30% off,4.2
S1712,B01712,D2712,P1712,970.84,25,46% off,4.3
S1713,B01713,D2713,P1713,678.39,1,40% off,2.7
S1714,B01714,D2714,P1714,728.37,216,31% off,4.6
S1715,B01715,D2715,P1715,302.57,274,12% off,3
S1716,B01716,D2716,P1716,977.58,395,21% off,2.5
S1717,B01717,D2717,P1717,772.53,300,40% off,5
S1718,B01718,D2718,P1718,318.4,418,46% off,1.9
S1719,B01719,D2719,P1719,826.91,103,44% off,2
S1720,B01720,D2720,P1720,513.44,417,42% off,4.4
S1721,B01721,D2721,P1721,392.56,100,9% off,3.7
S1722,B01722,D2722,P1722,720.96,157,10% off,1.6
S1723,B01723,D2723,P1723,223.47,56,21% off,4.2
S1724,B01724,D2724,P1724,457.01,258,21% off,3.2
S1725,B01725,D2725,P1725,940.77,267,35% off,2.9
S1726,B01726,D2726,P1726,352.84,177,22% off,1.7
S1727,B01727,D2727,P1727,607.11,135,13% off,3.5
S1728,B01728,D2728,P1728,786.92,322,39% off,3.9
S1729,B01729,D2729,P1729,655.34,230,23% off,4.8
S1730,B01730,D2730,P1730,460.6,253,26% off,4.8
S1731,B01731,D2731,P1731,715.11,148,35% off,3.2
S1732,B01732,D2732,P1732,413.06,190,47% off,3.1
S1733,B01733,D2733,P1733,660.25,245,18% off,2.1
S1734,B01734,D2734,P1734,119.01,222,9% off,1.5
S1735,B01735,D2735,P1735,779.91,231,40% off,3.4
S1736,B01736,D2736,P1736,491.76,252,18% off,3.2
S1737,B01737,D2737,P1737,339.12,475,17% off,3
S1738,B01738,D2738,P1738,146.28,120,35% off,2.6
S1739,B01739,D2739,P1739,711.19,217,9% off,3.5
S1740,B01740,D2740,P1740,366.06,235,40% off,1.7
S1741,B01741,D2741,P1741,809.91,379,27% off,3.3
S1742,B01742,D2742,P1742,297.41,15,50% off,2.6
S1743,B01743,D2743,P1743,981.81,483,12% off,1.2
S1744,B01744,D2744,P1744,749.57,96,46% off,4.5
S1745,B01745,D2745,P1745,975.28,136,45% off,1.1
S1746,B01746,D2746,P1746,638.3,40,19% off,1.2
S1747,B01747,D2747,P1747,879.26,469,32% off,2.6
S1748,B01748,D2748,P1748,607.05,24,24% off,1.9
S1749,B01749,D2749,P1749,447.37,65,5% off,3.4
S1750,B01750,D2750,P1750,929.92,384,21% off,4.4
S1751,B01751,D2751,P1751,409.7,158,27% off,1.5
S1752,B01752,D2752,P1752,215.38,414,44% off,3.9
S1753,B01753,D2753,P1753,658.2,230,33% off,1.6
S1754,B01754,D2754,P1754,111.25,270,39% off,1.5
S1755,B01755,D2755,P1755,936.34,69,24% off,4.3
S1756,B01756,D2756,P1756,589.48,471,47% off,3.9
S1757,B01757,D2757,P1757,366.92,493,33% off,1.7
S1758,B01758,D2758,P1758,948.69,50,34% off,1.1
S1759,B01759,D2759,P1759,755.2,152,25% off,4.9
S1760,B01760,D2760,P1760,384.18,249,38% off,2
S1761,B01761,D2761,P1761,263.88,475,31% off,4.1
S1762,B01762,D2762,P1762,333.03,260,15% off,4.7
S1763,B01763,D2763,P1763,538.91,193,29% off,3.3
S1764,B01764,D2764,P1764,158.62,122,46% off,1.6
S1765,B01765,D2765,P1765,655.39,421,39% off,3.6
S1766,B01766,D2766,P1766,399.98,209,38% off,2.4
S1767,B01767,D2767,P1767,203.58,203,30% off,1.6
S1768,B01768,D2768,P1768,150.22,36,34% off,4.8
S1769,B01769,D2769,P1769,654.4,374,37% off,4.1
S1770,B01770,D2770,P1770,400.39,321,13% off,4.3
S1771,B01771,D2771,P1771,446.31,280,36% off,3.7
S1772,B01772,D2772,P1772,292.36,362,23% off,1.4
S1773,B01773,D2773,P1773,487.52,311,38% off,4
S1774,B01774,D2774,P1774,811.33,121,17% off,3.2
S1775,B01775,D2775,P1775,765.02,113,20% off,1.5
S1776,B01776,D2776,P1776,285.89,180,17% off,2.5
S1777,B01777,D2777,P1777,695.31,52,9% off,3.8
S1778,B01778,D2778,P1778,842.11,393,14% off,4.6
S1779,B01779,D2779,P1779,398.71,290,34% off,2.6
S1780,B01780,D2780,P1780,786.7,235,37% off,1.7
S1781,B01781,D2781,P1781,323.31,357,35% off,4.1
S1782,B01782,D2782,P1782,617.08,259,40% off,1.3
S1783,B01783,D2783,P1783,800.33,150,10% off,1.6
S1784,B01784,D2784,P1784,827.11,219,43% off,3.8
S1785,B01785,D2785,P1785,620.78,207,20% off,2.2
S1786,B01786,D2786,P1786,835.57,467,16% off,2.6
S1787,B01787,D2787,P1787,921.66,457,31% off,4.1
S1788,B01788,D2788,P1788,670.17,362,33% off,4.2
S1789,B01789,D2789,P1789,566.05,75,49% off,4.5
S1790,B01790,D2790,P1790,968.48,460,37% off,2.9
S1791,B01791,D2791,P1791,159.85,242,23% off,1
S1792,B01792,D2792,P1792,777.48,74,24% off,2.3
S1793,B01793,D2793,P1793,761.83,147,39% off,4.7
S1794,B01794,D2794,P1794,572.54,54,29% off,4
S1795,B01795,D2795,P1795,671.35,16,39% off,2.7
S1796,B01796,D2796,P1796,358.87,457,34% off,1.6
S1797,B01797,D2797,P1797,566.28,82,48% off,2.5
S1798,B01798,D2798,P1798,159.12,273,37% off,2.1
S1799,B01799,D2799,P1799,328.46,362,36% off,3.6
S1800,B01800,D2800,P1800,592.59,206,11% off,3.6
S1801,B01801,D2801,P1801,682.42,338,17% off,3.2
S1802,B01802,D2802,P1802,485.2,430,48% off,3.4
S1803,B01803,D2803,P1803,342.77,68,25% off,4
S1804,B01804,D2804,P1804,345.5,481,44% off,2.1
S1805,B01805,D2805,P1805,108.49,72,10% off,3.5
S1806,B01806,D2806,P1806,965.66,164,10% off,2.6
S1807,B01807,D2807,P1807,218.88,189,16% off,2.4
S1808,B01808,D2808,P1808,187.48,435,38% off,4.3
S1809,B01809,D2809,P1809,231.75,88,15% off,1.9
S1810,B01810,D2810,P1810,851.37,365,50% off,2.8
S1811,B01811,D2811,P1811,977.78,444,30% off,4
S1812,B01812,D2812,P1812,213.15,285,24% off,1.3
S1813,B01813,D2813,P1813,483.58,196,42% off,1.2
S1814,B01814,D2814,P1814,794.58,189,14% off,1.5
S1815,B01815,D2815,P1815,848.94,421,32% off,1.5
S1816,B01816,D2816,P1816,185.96,216,17% off,4.2
S1817,B01817,D2817,P1817,713.74,27,8% off,4.8
S1818,B01818,D2818,P1818,508.35,281,38% off,2.7
S1819,B01819,D2819,P1819,467.44,171,33% off,3
S1820,B01820,D2820,P1820,959.42,304,7% off,4.8
S1821,B01821,D2821,P1821,190.85,25,24% off,2.5
S1822,B01822,D2822,P1822,679.12,421,30% off,3
S1823,B01823,D2823,P1823,251.63,202,16% off,4.1
S1824,B01824,D2824,P1824,464.01,425,26% off,4.5
S1825,B01825,D2825,P1825,696,257,50% off,3.8
S1826,B01826,D2826,P1826,191.8,54,9% off,4.3
S1827,B01827,D2827,P1827,368.95,110,42% off,2.5
S1828,B01828,D2828,P1828,498.55,423,34% off,2.4
S1829,B01829,D2829,P1829,942.04,184,44% off,2.8
S1830,B01830,D2830,P1830,781.79,252,33% off,3.4
S1831,B01831,D2831,P1831,372.29,345,12% off,1.2
S1832,B01832,D2832,P1832,167.52,148,49% off,1.5
S1833,B01833,D2833,P1833,771.01,146,43% off,4.8
S1834,B01834,D2834,P1834,365.41,41,29% off,1.6
S1835,B01835,D2835,P1835,102.84,113,34% off,3.3
S1836,B01836,D2836,P1836,226.36,348,44% off,1.3
S1837,B01837,D2837,P1837,814.7,236,25% off,2.1
S1838,B01838,D2838,P1838,560.86,94,38% off,5
S1839,B01839,D2839,P1839,377.34,445,11% off,3.1
S1840,B01840,D2840,P1840,262.64,282,5% off,1.6
S1841,B01841,D2841,P1841,312.31,317,12% off,4
S1842,B01842,D2842,P1842,970.71,358,45% off,4.2
S1843,B01843,D2843,P1843,555.34,421,32% off,3.7
S1844,B01844,D2844,P1844,493.61,309,48% off,1.8
S1845,B01845,D2845,P1845,868.2,496,28% off,1.1
S1846,B01846,D2846,P1846,357.92,141,41% off,3
S1847,B01847,D2847,P1847,431.47,3,48% off,3.3
S1848,B01848,D2848,P1848,160.9,228,45% off,4.4
S1849,B01849,D2849,P1849,123.38,324,12% off,2.7
S1850,B01850,D2850,P1850,716.19,480,37% off,4.8
S1851,B01851,D2851,P1851,616.74,463,47% off,3.5
S1852,B01852,D2852,P1852,430.22,444,30% off,1
S1853,B01853,D2853,P1853,515.04,235,50% off,4.6
S1854,B01854,D2854,P1854,333.36,470,39% off,1.1
S1855,B01855,D2855,P1855,509.17,326,27% off,2.9
S1856,B01856,D2856,P1856,284.21,377,25% off,3.8
S1857,B01857,D2857,P1857,672.79,452,47% off,4.5
S1858,B01858,D2858,P1858,279.63,107,37% off,4.3
S1859,B01859,D2859,P1859,871.76,250,21% off,1.4
S1860,B01860,D2860,P1860,251.64,456,12% off,4.1
S1861,B01861,D2861,P1861,200.6,483,14% off,4.4
S1862,B01862,D2862,P1862,751.5,172,35% off,1.9
S1863,B01863,D2863,P1863,613.4,162,48% off,1.3
S1864,B01864,D2864,P1864,330.45,373,8% off,2.6
S1865,B01865,D2865,P1865,316.52,322,26% off,1.2
S1866,B01866,D2866,P1866,414.96,394,21% off,4.1
S1867,B01867,D2867,P1867,972.53,313,19% off,3.8
S1868,B01868,D2868,P1868,332.1,412,32% off,1.3
S1869,B01869,D2869,P1869,332.18,212,25% off,4.8
S1870,B01870,D2870,P1870,369.93,350,47% off,3.6
S1871,B01871,D2871,P1871,964.44,333,14% off,1.6
S1872,B01872,D2872,P1872,241.56,270,39% off,3.7
S1873,B01873,D2873,P1873,372.88,267,50% off,4.7
S1874,B01874,D2874,P1874,808.51,274,20% off,2.5
S1875,B01875,D2875,P1875,434.55,73,30% off,1
S1876,B01876,D2876,P1876,456.5,70,32% off,2
S1877,B01877,D2877,P1877,892.4,341,18% off,2.7
S1878,B01878,D2878,P1878,930.7,435,18% off,4.6
S1879,B01879,D2879,P1879,665.34,181,13% off,2.1
