Date_ID,Sales_Date,Day,Month,Quarter,Year,Weekday
D3955,15-08-2025,15,8,Q3,2025,Friday
D3956,26-06-2024,26,6,Q2,2024,Wednesday
D3957,06-06-2025,6,6,Q2,2025,Friday
D3958,06-01-2024,6,1,Q1,2024,Saturday
D3959,18-01-2024,18,1,Q1,2024,Thursday
D3960,21-01-2024,21,1,Q1,2024,Sunday
D3961,10-08-2025,10,8,Q3,2025,Sunday
D3962,10-01-2024,10,1,Q1,2024,Wednesday
D3963,07-06-2025,7,6,Q2,2025,Saturday
D3964,27-10-2023,27,10,Q4,2023,Friday
D3965,27-12-2024,27,12,Q4,2024,Friday
D3966,23-08-2025,23,8,Q3,2025,Saturday
D3967,05-01-2025,5,1,Q1,2025,Sunday
D3968,18-09-2024,18,9,Q3,2024,Wednesday
D3969,06-02-2025,6,2,Q1,2025,Thursday
D3970,30-04-2024,30,4,Q2,2024,Tuesday
D3971,10-09-2025,10,9,Q3,2025,Wednesday
D3972,13-05-2024,13,5,Q2,2024,Monday
D3973,25-01-2024,25,1,Q1,2024,Thursday
D3974,09-10-2024,9,10,Q4,2024,Wednesday
D3975,30-09-2024,30,9,Q3,2024,Monday
D3976,27-10-2024,27,10,Q4,2024,Sunday
D3977,02-08-2024,2,8,Q3,2024,Friday
D3978,16-09-2024,16,9,Q3,2024,Monday
D3979,09-09-2024,9,9,Q3,2024,Monday
D3980,11-05-2025,11,5,Q2,2025,Sunday
D3981,28-11-2023,28,11,Q4,2023,Tuesday
D3982,04-11-2023,4,11,Q4,2023,Saturday
D3983,22-08-2024,22,8,Q3,2024,Thursday
D3984,29-11-2024,29,11,Q4,2024,Friday
D3985,15-02-2025,15,2,Q1,2025,Saturday
D3986,21-10-2025,21,10,Q4,2025,Tuesday
D3987,28-12-2024,28,12,Q4,2024,Saturday
D3988,16-08-2024,16,8,Q3,2024,Friday
D3989,25-12-2023,25,12,Q4,2023,Monday
D3990,15-01-2025,15,1,Q1,2025,Wednesday
D3991,03-02-2025,3,2,Q1,2025,Monday
D3992,25-05-2025,25,5,Q2,2025,Sunday
D3993,04-10-2025,4,10,Q4,2025,Saturday
D3994,29-02-2024,29,2,Q1,2024,Thursday
D3995,29-10-2023,29,10,Q4,2023,Sunday
D3996,29-05-2024,29,5,Q2,2024,Wednesday
D3997,22-04-2025,22,4,Q2,2025,Tuesday
D3998,29-01-2024,29,1,Q1,2024,Monday
D3999,06-11-2024,6,11,Q4,2024,Wednesday
D4000,08-10-2025,8,10,Q4,2025,Wednesday
D4001,10-01-2024,10,1,Q1,2024,Wednesday
D4002,26-07-2024,26,7,Q3,2024,Friday
D4003,26-06-2025,26,6,Q2,2025,Thursday
D4004,24-12-2024,24,12,Q4,2024,Tuesday
D4005,02-11-2023,2,11,Q4,2023,Thursday
D4006,05-12-2024,5,12,Q4,2024,Thursday
D4007,30-11-2024,30,11,Q4,2024,Saturday
D4008,10-05-2025,10,5,Q2,2025,Saturday
D4009,25-07-2025,25,7,Q3,2025,Friday
D4010,16-11-2023,16,11,Q4,2023,Thursday
D4011,21-05-2024,21,5,Q2,2024,Tuesday
D4012,20-01-2025,20,1,Q1,2025,Monday
D4013,09-04-2024,9,4,Q2,2024,Tuesday
D4014,01-04-2024,1,4,Q2,2024,Monday
D4015,21-10-2025,21,10,Q4,2025,Tuesday
D4016,24-08-2025,24,8,Q3,2025,Sunday
D4017,25-04-2025,25,4,Q2,2025,Friday
D4018,21-08-2024,21,8,Q3,2024,Wednesday
D4019,12-07-2024,12,7,Q3,2024,Friday
D4020,30-07-2025,30,7,Q3,2025,Wednesday
D4021,17-04-2025,17,4,Q2,2025,Thursday
D4022,05-09-2024,5,9,Q3,2024,Thursday
D4023,28-03-2025,28,3,Q1,2025,Friday
D4024,05-07-2024,5,7,Q3,2024,Friday
D4025,15-01-2024,15,1,Q1,2024,Monday
D4026,14-12-2024,14,12,Q4,2024,Saturday
D4027,15-11-2023,15,11,Q4,2023,Wednesday
D4028,19-07-2025,19,7,Q3,2025,Saturday
D4029,25-05-2024,25,5,Q2,2024,Saturday
D4030,27-08-2025,27,8,Q3,2025,Wednesday
D4031,15-09-2025,15,9,Q3,2025,Monday
D4032,11-02-2024,11,2,Q1,2024,Sunday
D4033,11-06-2024,11,6,Q2,2024,Tuesday
D4034,07-01-2025,7,1,Q1,2025,Tuesday
D4035,20-03-2024,20,3,Q1,2024,Wednesday
D4036,20-04-2024,20,4,Q2,2024,Saturday
D4037,18-01-2024,18,1,Q1,2024,Thursday
D4038,15-11-2024,15,11,Q4,2024,Friday
D4039,30-01-2024,30,1,Q1,2024,Tuesday
D4040,10-02-2025,10,2,Q1,2025,Monday
D4041,17-09-2024,17,9,Q3,2024,Tuesday
D4042,19-09-2024,19,9,Q3,2024,Thursday
D4043,02-12-2023,2,12,Q4,2023,Saturday
D4044,18-10-2025,18,10,Q4,2025,Saturday
D4045,22-09-2024,22,9,Q3,2024,Sunday
D4046,21-03-2025,21,3,Q1,2025,Friday
D4047,27-08-2025,27,8,Q3,2025,Wednesday
D4048,29-09-2024,29,9,Q3,2024,Sunday
D4049,16-09-2025,16,9,Q3,2025,Tuesday
D4050,26-04-2024,26,4,Q2,2024,Friday
D4051,12-11-2023,12,11,Q4,2023,Sunday
D4052,02-02-2025,2,2,Q1,2025,Sunday
D4053,08-01-2024,8,1,Q1,2024,Monday
D4054,27-10-2023,27,10,Q4,2023,Friday
D4055,07-12-2023,7,12,Q4,2023,Thursday
D4056,11-12-2024,11,12,Q4,2024,Wednesday
D4057,08-01-2024,8,1,Q1,2024,Monday
D4058,08-03-2024,8,3,Q1,2024,Friday
D4059,12-08-2025,12,8,Q3,2025,Tuesday
D4060,11-02-2024,11,2,Q1,2024,Sunday
D4061,24-09-2024,24,9,Q3,2024,Tuesday
D4062,24-08-2024,24,8,Q3,2024,Saturday
D4063,01-06-2024,1,6,Q2,2024,Saturday
D4064,06-05-2024,6,5,Q2,2024,Monday
D4065,30-08-2025,30,8,Q3,2025,Saturday
D4066,21-08-2025,21,8,Q3,2025,Thursday
D4067,22-08-2025,22,8,Q3,2025,Friday
D4068,15-10-2025,15,10,Q4,2025,Wednesday
D4069,19-10-2025,19,10,Q4,2025,Sunday
D4070,13-09-2024,13,9,Q3,2024,Friday
D4071,28-06-2024,28,6,Q2,2024,Friday
D4072,10-12-2023,10,12,Q4,2023,Sunday
D4073,11-07-2025,11,7,Q3,2025,Friday
D4074,04-07-2024,4,7,Q3,2024,Thursday
D4075,14-12-2023,14,12,Q4,2023,Thursday
D4076,31-12-2023,31,12,Q4,2023,Sunday
D4077,08-06-2025,8,6,Q2,2025,Sunday
D4078,21-12-2024,21,12,Q4,2024,Saturday
D4079,28-12-2024,28,12,Q4,2024,Saturday
D4080,06-02-2024,6,2,Q1,2024,Tuesday
D4081,17-10-2025,17,10,Q4,2025,Friday
D4082,20-11-2024,20,11,Q4,2024,Wednesday
D4083,17-06-2025,17,6,Q2,2025,Tuesday
D4084,09-10-2025,9,10,Q4,2025,Thursday
D4085,29-02-2024,29,2,Q1,2024,Thursday
D4086,11-05-2024,11,5,Q2,2024,Saturday
D4087,21-12-2024,21,12,Q4,2024,Saturday
D4088,08-07-2024,8,7,Q3,2024,Monday
D4089,15-08-2024,15,8,Q3,2024,Thursday
D4090,18-06-2025,18,6,Q2,2025,Wednesday
D4091,25-07-2025,25,7,Q3,2025,Friday
D4092,03-02-2024,3,2,Q1,2024,Saturday
D4093,24-12-2024,24,12,Q4,2024,Tuesday
D4094,01-03-2025,1,3,Q1,2025,Saturday
D4095,21-05-2025,21,5,Q2,2025,Wednesday
D4096,08-08-2025,8,8,Q3,2025,Friday
D4097,09-10-2025,9,10,Q4,2025,Thursday
D4098,10-09-2024,10,9,Q3,2024,Tuesday
D4099,14-12-2024,14,12,Q4,2024,Saturday
D4100,15-03-2024,15,3,Q1,2024,Friday
D4101,19-05-2024,19,5,Q2,2024,Sunday
D4102,22-03-2025,22,3,Q1,2025,Saturday
D4103,01-10-2024,1,10,Q4,2024,Tuesday
D4104,12-09-2025,12,9,Q3,2025,Friday
D4105,01-04-2024,1,4,Q2,2024,Monday
D4106,29-05-2024,29,5,Q2,2024,Wednesday
D4107,10-12-2023,10,12,Q4,2023,Sunday
D4108,15-04-2025,15,4,Q2,2025,Tuesday
D4109,19-01-2024,19,1,Q1,2024,Friday
D4110,06-08-2025,6,8,Q3,2025,Wednesday
D4111,18-05-2025,18,5,Q2,2025,Sunday
D4112,14-05-2024,14,5,Q2,2024,Tuesday
D4113,07-12-2023,7,12,Q4,2023,Thursday
D4114,18-03-2024,18,3,Q1,2024,Monday
D4115,22-03-2025,22,3,Q1,2025,Saturday
D4116,10-02-2025,10,2,Q1,2025,Monday
D4117,10-12-2023,10,12,Q4,2023,Sunday
D4118,28-02-2024,28,2,Q1,2024,Wednesday
D4119,27-10-2023,27,10,Q4,2023,Friday
D4120,25-03-2025,25,3,Q1,2025,Tuesday
D4121,14-08-2025,14,8,Q3,2025,Thursday
D4122,16-01-2025,16,1,Q1,2025,Thursday
D4123,30-01-2025,30,1,Q1,2025,Thursday
D4124,19-12-2023,19,12,Q4,2023,Tuesday
D4125,04-01-2025,4,1,Q1,2025,Saturday
D4126,24-03-2024,24,3,Q1,2024,Sunday
D4127,19-01-2024,19,1,Q1,2024,Friday
D4128,05-05-2025,5,5,Q2,2025,Monday
D4129,10-09-2025,10,9,Q3,2025,Wednesday
D4130,07-10-2024,7,10,Q4,2024,Monday
D4131,06-05-2024,6,5,Q2,2024,Monday
D4132,02-06-2024,2,6,Q2,2024,Sunday
D4133,17-03-2025,17,3,Q1,2025,Monday
D4134,02-05-2024,2,5,Q2,2024,Thursday
D4135,01-02-2025,1,2,Q1,2025,Saturday
D4136,21-09-2024,21,9,Q3,2024,Saturday
D4137,27-02-2024,27,2,Q1,2024,Tuesday
D4138,18-04-2024,18,4,Q2,2024,Thursday
D4139,24-08-2025,24,8,Q3,2025,Sunday
D4140,17-02-2025,17,2,Q1,2025,Monday
D4141,09-12-2023,9,12,Q4,2023,Saturday
D4142,27-03-2025,27,3,Q1,2025,Thursday
D4143,09-04-2025,9,4,Q2,2025,Wednesday
D4144,15-10-2024,15,10,Q4,2024,Tuesday
D4145,05-03-2025,5,3,Q1,2025,Wednesday
D4146,24-07-2025,24,7,Q3,2025,Thursday
D4147,07-07-2025,7,7,Q3,2025,Monday
D4148,17-01-2025,17,1,Q1,2025,Friday
D4149,12-09-2025,12,9,Q3,2025,Friday
D4150,31-01-2025,31,1,Q1,2025,Friday
D4151,20-02-2024,20,2,Q1,2024,Tuesday
D4152,17-06-2025,17,6,Q2,2025,Tuesday
D4153,03-08-2024,3,8,Q3,2024,Saturday
D4154,13-06-2025,13,6,Q2,2025,Friday
D4155,27-05-2025,27,5,Q2,2025,Tuesday
D4156,25-12-2024,25,12,Q4,2024,Wednesday
D4157,04-11-2023,4,11,Q4,2023,Saturday
D4158,15-10-2024,15,10,Q4,2024,Tuesday
D4159,22-03-2025,22,3,Q1,2025,Saturday
D4160,24-01-2024,24,1,Q1,2024,Wednesday
D4161,02-09-2024,2,9,Q3,2024,Monday
D4162,13-03-2024,13,3,Q1,2024,Wednesday
D4163,21-12-2023,21,12,Q4,2023,Thursday
D4164,05-05-2025,5,5,Q2,2025,Monday
D4165,17-03-2025,17,3,Q1,2025,Monday
D4166,05-05-2024,5,5,Q2,2024,Sunday
D4167,10-12-2023,10,12,Q4,2023,Sunday
D4168,12-01-2025,12,1,Q1,2025,Sunday
D4169,25-08-2024,25,8,Q3,2024,Sunday
D4170,27-03-2025,27,3,Q1,2025,Thursday
D4171,23-02-2024,23,2,Q1,2024,Friday
D4172,12-09-2025,12,9,Q3,2025,Friday
D4173,30-05-2025,30,5,Q2,2025,Friday
D4174,09-10-2025,9,10,Q4,2025,Thursday
D4175,28-05-2024,28,5,Q2,2024,Tuesday
D4176,12-06-2024,12,6,Q2,2024,Wednesday
D4177,16-08-2024,16,8,Q3,2024,Friday
D4178,12-08-2024,12,8,Q3,2024,Monday
D4179,07-07-2024,7,7,Q3,2024,Sunday
D4180,17-08-2024,17,8,Q3,2024,Saturday
D4181,27-01-2024,27,1,Q1,2024,Saturday
D4182,26-12-2023,26,12,Q4,2023,Tuesday
D4183,12-12-2023,12,12,Q4,2023,Tuesday
D4184,11-02-2024,11,2,Q1,2024,Sunday
D4185,02-06-2025,2,6,Q2,2025,Monday
D4186,26-11-2023,26,11,Q4,2023,Sunday
D4187,30-06-2025,30,6,Q2,2025,Monday
D4188,20-12-2023,20,12,Q4,2023,Wednesday
D4189,14-01-2025,14,1,Q1,2025,Tuesday
D4190,05-12-2023,5,12,Q4,2023,Tuesday
D4191,10-04-2025,10,4,Q2,2025,Thursday
D4192,07-07-2025,7,7,Q3,2025,Monday
D4193,28-08-2024,28,8,Q3,2024,Wednesday
D4194,14-09-2024,14,9,Q3,2024,Saturday
D4195,18-02-2025,18,2,Q1,2025,Tuesday
D4196,26-01-2024,26,1,Q1,2024,Friday
D4197,08-12-2023,8,12,Q4,2023,Friday
D4198,08-08-2025,8,8,Q3,2025,Friday
D4199,10-12-2024,10,12,Q4,2024,Tuesday
D4200,24-11-2024,24,11,Q4,2024,Sunday
D4201,28-05-2025,28,5,Q2,2025,Wednesday
D4202,26-10-2025,26,10,Q4,2025,Sunday
D4203,01-02-2025,1,2,Q1,2025,Saturday
D4204,04-02-2024,4,2,Q1,2024,Sunday
D4205,27-03-2025,27,3,Q1,2025,Thursday
D4206,07-01-2024,7,1,Q1,2024,Sunday
D4207,13-07-2025,13,7,Q3,2025,Sunday
D4208,17-04-2024,17,4,Q2,2024,Wednesday
D4209,29-05-2025,29,5,Q2,2025,Thursday
D4210,22-06-2024,22,6,Q2,2024,Saturday
D4211,05-07-2025,5,7,Q3,2025,Saturday
D4212,07-07-2024,7,7,Q3,2024,Sunday
D4213,13-04-2025,13,4,Q2,2025,Sunday
D4214,05-02-2025,5,2,Q1,2025,Wednesday
D4215,07-08-2025,7,8,Q3,2025,Thursday
D4216,29-03-2025,29,3,Q1,2025,Saturday
D4217,19-09-2024,19,9,Q3,2024,Thursday
D4218,07-04-2025,7,4,Q2,2025,Monday
D4219,02-11-2024,2,11,Q4,2024,Saturday
D4220,23-12-2024,23,12,Q4,2024,Monday
D4221,11-10-2024,11,10,Q4,2024,Friday
D4222,29-07-2025,29,7,Q3,2025,Tuesday
D4223,10-12-2024,10,12,Q4,2024,Tuesday
D4224,03-06-2025,3,6,Q2,2025,Tuesday
D4225,12-07-2024,12,7,Q3,2024,Friday
D4226,22-03-2024,22,3,Q1,2024,Friday
D4227,07-12-2024,7,12,Q4,2024,Saturday
D4228,13-06-2025,13,6,Q2,2025,Friday
D4229,12-03-2025,12,3,Q1,2025,Wednesday
D4230,28-05-2024,28,5,Q2,2024,Tuesday
D4231,23-08-2024,23,8,Q3,2024,Friday
D4232,08-11-2024,8,11,Q4,2024,Friday
D4233,03-08-2024,3,8,Q3,2024,Saturday
D4234,02-09-2025,2,9,Q3,2025,Tuesday
D4235,01-03-2024,1,3,Q1,2024,Friday
D4236,22-07-2024,22,7,Q3,2024,Monday
D4237,03-05-2025,3,5,Q2,2025,Saturday
D4238,08-02-2025,8,2,Q1,2025,Saturday
D4239,03-12-2023,3,12,Q4,2023,Sunday
D4240,28-02-2024,28,2,Q1,2024,Wednesday
D4241,10-12-2023,10,12,Q4,2023,Sunday
D4242,10-05-2024,10,5,Q2,2024,Friday
D4243,20-11-2023,20,11,Q4,2023,Monday
D4244,27-05-2024,27,5,Q2,2024,Monday
D4245,21-07-2025,21,7,Q3,2025,Monday
D4246,03-05-2025,3,5,Q2,2025,Saturday
D4247,02-08-2025,2,8,Q3,2025,Saturday
D4248,09-01-2024,9,1,Q1,2024,Tuesday
D4249,21-09-2024,21,9,Q3,2024,Saturday
D4250,09-06-2024,9,6,Q2,2024,Sunday
D4251,27-10-2024,27,10,Q4,2024,Sunday
D4252,25-06-2025,25,6,Q2,2025,Wednesday
D4253,13-06-2024,13,6,Q2,2024,Thursday
D4254,30-08-2025,30,8,Q3,2025,Saturday
D4255,18-02-2024,18,2,Q1,2024,Sunday
D4256,27-04-2024,27,4,Q2,2024,Saturday
D4257,13-06-2025,13,6,Q2,2025,Friday
D4258,20-06-2024,20,6,Q2,2024,Thursday
D4259,11-03-2025,11,3,Q1,2025,Tuesday
D4260,04-02-2025,4,2,Q1,2025,Tuesday
D4261,23-05-2025,23,5,Q2,2025,Friday
D4262,21-01-2025,21,1,Q1,2025,Tuesday
D4263,09-12-2024,9,12,Q4,2024,Monday
D4264,14-03-2024,14,3,Q1,2024,Thursday
D4265,17-05-2025,17,5,Q2,2025,Saturday
D4266,09-06-2025,9,6,Q2,2025,Monday
D4267,17-06-2024,17,6,Q2,2024,Monday
D4268,03-10-2024,3,10,Q4,2024,Thursday
D4269,24-08-2025,24,8,Q3,2025,Sunday
D4270,23-04-2024,23,4,Q2,2024,Tuesday
D4271,05-01-2025,5,1,Q1,2025,Sunday
D4272,22-03-2025,22,3,Q1,2025,Saturday
D4273,16-05-2025,16,5,Q2,2025,Friday
D4274,07-05-2025,7,5,Q2,2025,Wednesday
D4275,16-04-2025,16,4,Q2,2025,Wednesday
D4276,13-11-2023,13,11,Q4,2023,Monday
D4277,05-05-2024,5,5,Q2,2024,Sunday
D4278,12-08-2024,12,8,Q3,2024,Monday
D4279,02-04-2024,2,4,Q2,2024,Tuesday
D4280,08-03-2024,8,3,Q1,2024,Friday
D4281,06-12-2024,6,12,Q4,2024,Friday
D4282,16-10-2024,16,10,Q4,2024,Wednesday
D4283,29-09-2025,29,9,Q3,2025,Monday
D4284,15-03-2025,15,3,Q1,2025,Saturday
D4285,03-09-2024,3,9,Q3,2024,Tuesday
D4286,22-01-2025,22,1,Q1,2025,Wednesday
D4287,19-04-2025,19,4,Q2,2025,Saturday
D4288,14-03-2025,14,3,Q1,2025,Friday
D4289,13-02-2025,13,2,Q1,2025,Thursday
D4290,20-05-2025,20,5,Q2,2025,Tuesday
D4291,06-05-2025,6,5,Q2,2025,Tuesday
D4292,09-08-2024,9,8,Q3,2024,Friday
D4293,22-06-2025,22,6,Q2,2025,Sunday
D4294,20-03-2024,20,3,Q1,2024,Wednesday
D4295,26-02-2025,26,2,Q1,2025,Wednesday
D4296,07-02-2025,7,2,Q1,2025,Friday
D4297,02-07-2024,2,7,Q3,2024,Tuesday
D4298,05-03-2024,5,3,Q1,2024,Tuesday
D4299,13-04-2025,13,4,Q2,2025,Sunday
D4300,03-05-2024,3,5,Q2,2024,Friday
D4301,26-09-2024,26,9,Q3,2024,Thursday
D4302,11-04-2024,11,4,Q2,2024,Thursday
D4303,11-01-2024,11,1,Q1,2024,Thursday
D4304,19-06-2025,19,6,Q2,2025,Thursday
D4305,12-12-2023,12,12,Q4,2023,Tuesday
D4306,22-05-2025,22,5,Q2,2025,Thursday
D4307,16-09-2024,16,9,Q3,2024,Monday
D4308,09-04-2025,9,4,Q2,2025,Wednesday
D4309,25-02-2025,25,2,Q1,2025,Tuesday
D4310,29-12-2024,29,12,Q4,2024,Sunday
D4311,28-06-2025,28,6,Q2,2025,Saturday
D4312,24-11-2024,24,11,Q4,2024,Sunday
D4313,09-04-2024,9,4,Q2,2024,Tuesday
D4314,11-05-2025,11,5,Q2,2025,Sunday
D4315,27-02-2025,27,2,Q1,2025,Thursday
D4316,18-12-2024,18,12,Q4,2024,Wednesday
D4317,15-02-2025,15,2,Q1,2025,Saturday
D4318,06-11-2024,6,11,Q4,2024,Wednesday
D4319,01-06-2024,1,6,Q2,2024,Saturday
D4320,12-11-2024,12,11,Q4,2024,Tuesday
D4321,05-08-2024,5,8,Q3,2024,Monday
D4322,18-01-2024,18,1,Q1,2024,Thursday
D4323,26-05-2025,26,5,Q2,2025,Monday
D4324,10-03-2024,10,3,Q1,2024,Sunday
D4325,15-09-2025,15,9,Q3,2025,Monday
D4326,11-06-2024,11,6,Q2,2024,Tuesday
D4327,25-05-2025,25,5,Q2,2025,Sunday
D4328,02-07-2025,2,7,Q3,2025,Wednesday
D4329,31-12-2023,31,12,Q4,2023,Sunday
D4330,11-11-2024,11,11,Q4,2024,Monday
D4331,05-02-2024,5,2,Q1,2024,Monday
D4332,23-05-2024,23,5,Q2,2024,Thursday
D4333,01-04-2025,1,4,Q2,2025,Tuesday
D4334,03-06-2025,3,6,Q2,2025,Tuesday
D4335,04-04-2025,4,4,Q2,2025,Friday
D4336,30-07-2024,30,7,Q3,2024,Tuesday
D4337,26-10-2024,26,10,Q4,2024,Saturday
D4338,14-06-2025,14,6,Q2,2025,Saturday
D4339,26-06-2025,26,6,Q2,2025,Thursday
D4340,17-08-2024,17,8,Q3,2024,Saturday
D4341,15-05-2024,15,5,Q2,2024,Wednesday
D4342,06-02-2025,6,2,Q1,2025,Thursday
D4343,04-08-2025,4,8,Q3,2025,Monday
D4344,26-06-2024,26,6,Q2,2024,Wednesday
D4345,13-12-2024,13,12,Q4,2024,Friday
D4346,15-08-2025,15,8,Q3,2025,Friday
D4347,03-08-2025,3,8,Q3,2025,Sunday
D4348,09-01-2024,9,1,Q1,2024,Tuesday
D4349,12-08-2025,12,8,Q3,2025,Tuesday
D4350,10-06-2024,10,6,Q2,2024,Monday
D4351,22-02-2024,22,2,Q1,2024,Thursday
D4352,12-06-2024,12,6,Q2,2024,Wednesday
D4353,10-02-2024,10,2,Q1,2024,Saturday
D4354,02-05-2025,2,5,Q2,2025,Friday
D4355,31-03-2024,31,3,Q1,2024,Sunday
D4356,19-06-2024,19,6,Q2,2024,Wednesday
D4357,16-12-2023,16,12,Q4,2023,Saturday
D4358,11-07-2025,11,7,Q3,2025,Friday
D4359,07-04-2025,7,4,Q2,2025,Monday
D4360,23-10-2024,23,10,Q4,2024,Wednesday
D4361,23-11-2024,23,11,Q4,2024,Saturday
D4362,16-02-2025,16,2,Q1,2025,Sunday
D4363,04-07-2024,4,7,Q3,2024,Thursday
D4364,19-08-2024,19,8,Q3,2024,Monday
D4365,24-07-2024,24,7,Q3,2024,Wednesday
D4366,25-07-2025,25,7,Q3,2025,Friday
D4367,06-10-2025,6,10,Q4,2025,Monday
D4368,08-07-2025,8,7,Q3,2025,Tuesday
D4369,14-08-2024,14,8,Q3,2024,Wednesday
D4370,08-08-2024,8,8,Q3,2024,Thursday
D4371,11-05-2024,11,5,Q2,2024,Saturday
D4372,29-03-2024,29,3,Q1,2024,Friday
D4373,17-08-2025,17,8,Q3,2025,Sunday
D4374,08-02-2025,8,2,Q1,2025,Saturday
D4375,18-05-2025,18,5,Q2,2025,Sunday
D4376,17-09-2025,17,9,Q3,2025,Wednesday
D4377,19-09-2025,19,9,Q3,2025,Friday
D4378,13-11-2024,13,11,Q4,2024,Wednesday
D4379,05-08-2024,5,8,Q3,2024,Monday
D4380,19-01-2025,19,1,Q1,2025,Sunday
D4381,05-02-2024,5,2,Q1,2024,Monday
D4382,11-10-2024,11,10,Q4,2024,Friday
D4383,01-09-2024,1,9,Q3,2024,Sunday
D4384,01-08-2024,1,8,Q3,2024,Thursday
D4385,22-07-2024,22,7,Q3,2024,Monday
D4386,12-09-2025,12,9,Q3,2025,Friday
D4387,26-04-2024,26,4,Q2,2024,Friday
D4388,03-02-2024,3,2,Q1,2024,Saturday
D4389,25-01-2024,25,1,Q1,2024,Thursday
D4390,12-08-2025,12,8,Q3,2025,Tuesday
D4391,01-09-2024,1,9,Q3,2024,Sunday
D4392,30-12-2023,30,12,Q4,2023,Saturday
D4393,14-06-2025,14,6,Q2,2025,Saturday
D4394,06-09-2024,6,9,Q3,2024,Friday
D4395,10-09-2024,10,9,Q3,2024,Tuesday
D4396,04-10-2024,4,10,Q4,2024,Friday
D4397,31-10-2023,31,10,Q4,2023,Tuesday
D4398,18-08-2025,18,8,Q3,2025,Monday
D4399,13-09-2025,13,9,Q3,2025,Saturday
D4400,14-08-2024,14,8,Q3,2024,Wednesday
D4401,03-03-2025,3,3,Q1,2025,Monday
D4402,11-07-2025,11,7,Q3,2025,Friday
D4403,21-12-2024,21,12,Q4,2024,Saturday
D4404,16-02-2024,16,2,Q1,2024,Friday
D4405,01-05-2025,1,5,Q2,2025,Thursday
D4406,02-03-2024,2,3,Q1,2024,Saturday
D4407,18-08-2025,18,8,Q3,2025,Monday
D4408,06-12-2024,6,12,Q4,2024,Friday
D4409,20-03-2025,20,3,Q1,2025,Thursday
D4410,04-09-2024,4,9,Q3,2024,Wednesday
D4411,30-12-2024,30,12,Q4,2024,Monday
D4412,20-04-2024,20,4,Q2,2024,Saturday
D4413,02-03-2025,2,3,Q1,2025,Sunday
D4414,16-10-2025,16,10,Q4,2025,Thursday
D4415,30-03-2025,30,3,Q1,2025,Sunday
D4416,22-06-2024,22,6,Q2,2024,Saturday
D4417,22-11-2023,22,11,Q4,2023,Wednesday
D4418,24-12-2024,24,12,Q4,2024,Tuesday
D4419,03-11-2024,3,11,Q4,2024,Sunday
D4420,11-10-2024,11,10,Q4,2024,Friday
D4421,09-03-2025,9,3,Q1,2025,Sunday
D4422,19-04-2025,19,4,Q2,2025,Saturday
D4423,17-09-2025,17,9,Q3,2025,Wednesday
D4424,08-04-2024,8,4,Q2,2024,Monday
D4425,07-10-2025,7,10,Q4,2025,Tuesday
D4426,24-05-2025,24,5,Q2,2025,Saturday
D4427,18-02-2025,18,2,Q1,2025,Tuesday
D4428,01-05-2024,1,5,Q2,2024,Wednesday
D4429,13-02-2024,13,2,Q1,2024,Tuesday
D4430,11-04-2025,11,4,Q2,2025,Friday
D4431,31-08-2024,31,8,Q3,2024,Saturday
D4432,26-12-2023,26,12,Q4,2023,Tuesday
D4433,24-10-2025,24,10,Q4,2025,Friday
D4434,18-02-2025,18,2,Q1,2025,Tuesday
D4435,23-02-2024,23,2,Q1,2024,Friday
D4436,19-05-2025,19,5,Q2,2025,Monday
D4437,21-11-2024,21,11,Q4,2024,Thursday
D4438,12-01-2024,12,1,Q1,2024,Friday
D4439,02-12-2024,2,12,Q4,2024,Monday
D4440,04-10-2024,4,10,Q4,2024,Friday
D4441,25-07-2025,25,7,Q3,2025,Friday
D4442,01-11-2024,1,11,Q4,2024,Friday
D4443,26-01-2024,26,1,Q1,2024,Friday
D4444,10-01-2024,10,1,Q1,2024,Wednesday
D4445,05-03-2025,5,3,Q1,2025,Wednesday
D4446,15-06-2024,15,6,Q2,2024,Saturday
D4447,23-04-2025,23,4,Q2,2025,Wednesday
D4448,27-02-2025,27,2,Q1,2025,Thursday
D4449,03-08-2024,3,8,Q3,2024,Saturday
D4450,26-09-2024,26,9,Q3,2024,Thursday
D4451,23-03-2024,23,3,Q1,2024,Saturday
D4452,20-09-2025,20,9,Q3,2025,Saturday
D4453,04-03-2025,4,3,Q1,2025,Tuesday
D4454,31-07-2025,31,7,Q3,2025,Thursday
D4455,12-05-2025,12,5,Q2,2025,Monday
D4456,14-07-2024,14,7,Q3,2024,Sunday
D4457,01-12-2023,1,12,Q4,2023,Friday
D4458,24-02-2025,24,2,Q1,2025,Monday
D4459,24-08-2025,24,8,Q3,2025,Sunday
D4460,03-01-2024,3,1,Q1,2024,Wednesday
D4461,25-04-2024,25,4,Q2,2024,Thursday
D4462,01-11-2024,1,11,Q4,2024,Friday
D4463,01-04-2024,1,4,Q2,2024,Monday
D4464,15-11-2024,15,11,Q4,2024,Friday
D4465,07-02-2025,7,2,Q1,2025,Friday
D4466,31-12-2023,31,12,Q4,2023,Sunday
D4467,28-03-2025,28,3,Q1,2025,Friday
D4468,21-11-2023,21,11,Q4,2023,Tuesday
D4469,21-05-2025,21,5,Q2,2025,Wednesday
D4470,31-01-2024,31,1,Q1,2024,Wednesday
D4471,20-05-2024,20,5,Q2,2024,Monday
